Date,Close,High,Low,Open,Volume
,HNHPF,HNHPF,HNHPF,HNHPF,HNHPF
2023-01-03,5.648656845092773,5.818743237092581,5.648656845092773,5.791887311256628,76300
2023-01-04,5.559137344360352,5.791886832643333,5.55018522753464,5.791886832643333,33300
2023-01-05,5.61284875869751,5.648656372241001,5.460666187707461,5.460666187707461,26600
2023-01-06,5.702367782592773,5.7560792028141625,5.559137328669069,5.559137328669069,48600
2023-01-09,5.78293514251709,5.81874275609809,5.756079218901127,5.756079218901127,45300
2023-01-10,5.890357971191406,5.8993100879985265,5.72922371040705,5.791886820615199,36600
2023-01-11,5.827694892883301,5.881406313438762,5.747127548619896,5.881406313438762,40600
2023-01-12,5.827694892883301,5.845598699735121,5.738175431763772,5.818742776027178,50500
2023-01-13,5.773983478546143,5.836647020657818,5.738175862156744,5.756079670351443,28700
2023-01-17,5.773983478546143,5.80979109493554,5.738175862156744,5.765031787879022,37900
2023-01-18,5.78293514251709,5.961973210422092,5.773983025691628,5.961973210422092,36900
2023-01-19,5.729223728179932,5.82769487906161,5.6934161145612165,5.6934161145612165,26800
2023-01-20,5.78293514251709,5.854550369679091,5.711319915355089,5.711319915355089,33700
2023-01-23,5.836647033691406,5.890358458395443,5.7113203760486515,5.72922418428333,74100
2023-01-24,5.899310111999512,6.0962519870927485,5.639704699582761,5.863502498346197,51200
2023-01-25,6.051492691040039,6.051492691040039,5.8635025056943295,5.997780843632328,97600
2023-01-26,6.078348159790039,6.096251966556384,5.979877009144926,6.087300276603424,90300
2023-01-27,5.997780799865723,6.185770983839642,5.997780799865723,6.087300260318387,83000
2023-01-30,5.8455986976623535,5.908261808191293,5.818742773963932,5.908261808191293,68700
2023-01-31,5.935117721557617,5.979877025163166,5.8635024943004,5.8635024943004,37400
2023-02-01,6.06939697265625,6.06939697265625,5.908262271549512,5.935118197354122,24300
2023-02-02,6.051492691040039,6.069396497889134,5.997780843632328,6.015684650481424,35300
2023-02-03,6.015684604644775,6.051492644930551,5.908261764368717,6.051492644930551,33100
2023-02-06,6.015684604644775,6.042540528144001,5.95302149458062,5.997780797932099,36100
2023-02-07,5.970925331115723,6.042540558324118,5.926165600680263,6.042540558324118,31500
2023-02-08,5.9172139167785645,5.997780834040433,5.908261799938121,5.9440694135790455,22500
2023-02-09,6.015684604644775,6.042540528144001,5.979876991219423,5.988829108005972,152800
2023-02-10,5.988829135894775,6.03358843945469,5.926165598678385,5.926165598678385,24900
2023-02-13,5.988829135894775,6.0514926731111665,5.908261791882334,5.997780825862589,34000
2023-02-14,5.979877471923828,6.114156246493381,5.908262239316189,5.997781280075738,37700
2023-02-15,6.024636745452881,6.0335884354147,5.988829131884755,6.024636745452881,29700
2023-02-16,6.024636745452881,6.141011702979501,5.9977808218465745,6.087300282627313,35300
2023-02-17,5.997780799865723,6.0783481435289515,5.9351176897813644,5.9351176897813644,18900
2023-02-21,5.92616605758667,6.015685098499068,5.90826224940419,5.935118175108139,37900
2023-02-22,5.970925331115723,5.979877021086559,5.908261793878164,5.908261793878164,12600
2023-02-23,6.051492691040039,6.069396497889134,6.0067329604870885,6.0067329604870885,42900
2023-02-24,5.881406307220459,5.944069417705365,5.845598693554677,5.926165610872474,35500
2023-02-27,5.935117721557617,5.99778083197747,5.890357991091644,5.926165604720253,48500
2023-02-28,5.8187432289123535,5.979877503120161,5.8187432289123535,5.908262270138913,57800
2023-03-01,5.827694892883301,5.917213927142403,5.827694892883301,5.881406313438762,48100
2023-03-02,5.899310111999512,5.97987702928926,5.881406305172854,5.881406305172854,50200
2023-03-03,5.961973667144775,5.997781283468853,5.90826224265866,5.917214360169908,38200
2023-03-06,5.970925331115723,6.060444365126217,5.926165600680263,6.060444365126217,34000
2023-03-07,5.997780799865723,6.060444336810503,5.961973186428826,5.961973186428826,44500
2023-03-08,6.024636745452881,6.042540552236943,5.961973208278448,5.961973208278448,21700
2023-03-09,5.863502502441406,5.9798770334657485,5.863502502441406,5.9798770334657485,45600
2023-03-10,5.908261775970459,5.935117699522421,5.8635024725310885,5.8635024725310885,31100
2023-03-13,5.9172139167785645,5.988829144060414,5.77398303535444,5.818742765835808,64700
2023-03-14,5.944069862365723,5.970925788054294,5.836647013332353,5.836647013332353,22000
2023-03-15,5.738175392150879,5.953021499749982,5.648656358509762,5.836646542586319,35100
2023-03-16,5.997780799865723,5.997780799865723,5.756079195736457,5.756079195736457,32500
2023-03-17,5.997780799865723,6.006732916655158,5.872454152836584,5.9530214964998125,22400
2023-03-20,5.899310111999512,5.97987702928926,5.854550381502655,5.890357995155971,24800
2023-03-21,5.935117721557617,6.042540562443443,5.935117721557617,5.9440694115345565,33500
2023-03-22,5.95302152633667,6.042540560377587,5.9351177195284865,6.042540560377587,22600
2023-03-23,5.997780799865723,6.060444336810503,5.9351176897813644,5.9351176897813644,25300
2023-03-24,6.087300777435303,6.132060084603521,5.979877501138569,5.979877501138569,29800
2023-03-27,5.988829135894775,6.06044436307898,5.863502488322419,5.935117715506623,63500
2023-03-28,6.015684604644775,6.060444334856678,5.9709253012932955,5.9709253012932955,13300
2023-03-29,6.042540550231934,6.069396473829329,5.953021516341323,5.970925323119445,21000
2023-03-30,6.060444355010986,6.087300278599523,6.042540548238771,6.087300278599523,24200
2023-03-31,6.087300777435303,6.105204585674682,5.935118193970351,5.944069884659811,73200
