Date,Close,High,Low,Open,Volume
,CHT,CHT,CHT,CHT,CHT
2023-01-03,33.25993728637695,33.31346845531744,32.724639210340754,32.77817037928124,245900
2023-01-04,33.090431213378906,33.411611461009116,32.98337226528303,33.39376773576937,219000
2023-01-05,33.05474090576172,33.117192237031446,32.92091808304471,33.04582074558417,144200
2023-01-06,33.5186653137207,33.59004020382954,33.197485114915125,33.20640867784977,163500
2023-01-09,33.60788345336914,33.78631729085723,33.59004313262847,33.741709682320796,86600
2023-01-10,33.49190139770508,33.67033521945449,33.4294500705941,33.5989603294179,128700
2023-01-11,33.4116096496582,33.4116096496582,33.16180091318731,33.224255649811845,208700
2023-01-12,33.40268325805664,33.43837070358018,33.099346777790785,33.17072166883787,196700
2023-01-13,33.61680603027344,33.64356991394117,32.296401116969385,33.28670565278299,260800
2023-01-17,33.786319732666016,33.84877106979898,33.536514384134165,33.63465317201243,90200
2023-01-18,33.759552001953125,33.83092349197377,33.634649341910325,33.76847216195237,99300
2023-01-19,33.97367477416992,33.99151509495371,33.732789603480164,33.75955348799823,84200
2023-01-20,34.045047760009766,34.10749909551831,33.88445763917565,33.9379888139012,139400
2023-01-23,34.250244140625,34.3037753132393,34.00935896887426,34.11642131410286,85900
2023-01-24,34.34838104248047,34.384068488937125,34.08965216068303,34.23239854316744,75000
2023-01-25,34.27700424194336,34.3126916864139,34.152101589638505,34.303771526967274,98300
2023-01-26,34.250244140625,34.446521703535026,34.22348025598905,34.39299053092073,74900
2023-01-27,34.08073425292969,34.26808825419491,34.08073425292969,34.25916809366237,81300
2023-01-30,34.08964920043945,34.268083013885864,33.8755313469773,33.8755313469773,111200
2023-01-31,33.05474090576172,33.68817778197887,32.96552569061705,33.68817778197887,183000
2023-02-01,33.5365104675293,33.554354190818046,33.11719147859929,33.45621541440104,161400
2023-02-02,33.7327880859375,33.88445462917335,33.643569469320326,33.69710063929063,107700
2023-02-03,33.500823974609375,33.77739658844473,33.42052891919539,33.77739658844473,114900
2023-02-06,33.117191314697266,33.50082285515113,33.05473998516685,33.50082285515113,140600
2023-02-07,33.117191314697266,33.30454870663075,33.02797610203729,33.161798921027255,173500
2023-02-08,33.24209213256836,33.42052595134755,33.15287692484978,33.32238718085189,174700
2023-02-09,33.063663482666016,33.34915624662066,33.01013231317119,33.32238896020215,139600
2023-02-10,33.09934997558594,33.251019932043064,33.09042981501432,33.23317620755738,121800
2023-02-13,33.46513748168945,33.58111998800552,33.286707045316945,33.322391090585995,143700
2023-02-14,33.34023666381836,33.58112185029075,33.31347277754674,33.49190662715695,112000
2023-02-15,33.117191314697266,33.19748636742813,32.974444932435986,33.12611487796859,115300
2023-02-16,33.30455017089844,33.447296559435706,33.15288021869751,33.15288021869751,80300
2023-02-17,33.44729232788086,33.44729232788086,33.11718858093555,33.11718858093555,64700
2023-02-21,33.30455017089844,33.38484182381719,33.26886272292853,33.322390491541036,78300
2023-02-22,33.56327438354492,33.71494432997618,33.46513560703215,33.48297933033831,106300
2023-02-23,33.893375396728516,33.893375396728516,33.75062902525806,33.80415678747076,116700
2023-02-24,33.661415100097656,33.706022709262854,33.51866870876356,33.67033866393615,147200
2023-02-27,33.545433044433594,33.73279045079333,33.527592723201685,33.670339116454244,81700
2023-02-28,33.375919342041016,33.58111704858196,33.375919342041016,33.46513455241808,144800
2023-03-01,33.67033767700195,33.67033767700195,33.411608786748175,33.411608786748175,142200
2023-03-02,33.80415725708008,33.89337586757726,33.69709832782545,33.69709832782545,138700
2023-03-03,34.28593063354492,34.29485079372751,34.000437860909656,34.053965628689824,139800
2023-03-06,34.250244140625,34.41975781889908,34.21455669221547,34.33946276164883,89400
2023-03-07,34.29484939575195,34.384068010652555,34.16994673823327,34.31269311873207,105100
2023-03-08,34.401912689208984,34.46436401970303,34.29485034835441,34.330537795305936,123000
2023-03-09,34.178871154785156,34.4108327526341,34.152103867975555,34.2948502520385,92500
2023-03-10,34.13425827026367,34.25024076449076,34.02719933893055,34.10749438826591,100800
2023-03-13,34.61603546142578,34.812313044084654,34.42868144343836,34.42868144343836,145200
2023-03-14,34.687408447265625,34.696328608101055,34.28593314282015,34.464366989611754,137700
2023-03-15,34.22347640991211,34.4732817140206,34.18778896551318,34.464361554591875,267000
2023-03-16,34.51789093017578,34.67848103413011,34.41975555850785,34.41975555850785,176900
2023-03-17,34.2591667175293,34.52681576620609,34.2591667175293,34.375145816505785,354900
2023-03-20,34.66063690185547,34.705247910582194,34.47328291723492,34.500046799797246,160700
2023-03-21,34.482208251953125,34.64279836226219,34.32161814164406,34.633874798721514,146600
2023-03-22,34.7677001953125,35.00858535502703,34.562502482224325,34.562502482224325,174100
2023-03-23,35.053192138671875,35.20485867825975,34.97289708731884,34.99074081021308,105800
2023-03-24,35.23162841796875,35.30299991117423,34.89260446605113,34.97289952299629,115900
2023-03-27,35.106719970703125,35.1870150222087,35.0442686421257,35.106719970703125,71600
2023-03-28,35.240543365478516,35.356525853541136,34.99073807119769,35.01750195177296,103200
2023-03-29,35.16025161743164,35.32976188253998,35.07103640492035,35.18701550051659,144800
2023-03-30,34.98181915283203,35.20486059614773,34.963975428965696,35.1870168722814,74900
2023-03-31,34.8836784362793,34.937209604905924,34.83015067099482,34.91936588203038,91700
2023-04-03,35.11564254760742,35.15132999246142,34.83906995500203,34.85691367742903,96900
2023-04-04,35.410057067871094,35.410057067871094,34.96397419695809,35.0710365363836,90700
2023-04-05,35.213783264160156,35.47250874528603,35.13348821047496,35.44574486183838,262200
2023-04-06,35.23162841796875,35.34760751984546,35.16025352142088,35.25839230250301,134300
2023-04-10,35.81153106689453,35.89182611695519,35.481430707019435,35.89182611695519,102000
2023-04-11,35.8026123046875,36.06133778423283,35.76692485808048,36.03457390094868,103100
2023-04-12,36.061336517333984,36.1327114080405,35.88290609725192,35.95427758461632,102600
2023-04-13,36.5341911315918,36.56095501721151,36.18624700516543,36.19516716592449,113000
2023-04-14,36.33790969848633,36.56095113051976,36.16839943534409,36.56095113051976,82800
2023-04-17,36.427127838134766,36.52526320814194,36.400360552367246,36.48065560298557,72400
2023-04-18,36.6412467956543,36.66801067887691,36.53418785942161,36.596639189169196,67700
2023-04-19,36.49850082397461,36.50742098403521,36.21300805524383,36.24869550217075,88500
2023-04-20,36.560951232910156,36.62340256178704,36.48065618101956,36.605558838773334,72200
2023-04-21,36.81075668334961,36.89105173553453,36.685854025138,36.85536769271849,93100
2023-04-24,36.56987762451172,36.83752668373375,36.507422887462226,36.83752668373375,72100
2023-04-25,36.596641540527344,36.64124914987851,36.480659033540356,36.552033931176176,106200
2023-04-26,36.92673873901367,36.962426184744075,36.76614863656899,36.783992359434194,80200
2023-04-27,36.99811553955078,37.05164330756624,36.80183798124792,36.80183798124792,96400
2023-04-28,36.77507400512695,37.0427230545608,36.76615044158518,37.03379949101903,90100
2023-05-01,36.66801071166992,36.810757094555235,36.59663922189838,36.748305764751805,55800
2023-05-02,36.28438186645508,36.41820809931921,36.239774256614524,36.41820809931921,76600
2023-05-03,36.36467361450195,36.525263717980195,36.35575345468301,36.418204783442086,70500
2023-05-04,36.8286018371582,36.84644556093051,36.53418890327084,36.58771667124546,89500
2023-05-05,37.03379821777344,37.09625295039167,36.81968034692479,36.88213167620083,83700
2023-05-08,36.73938751220703,36.962428959754014,36.67693617916127,36.962428959754014,104400
2023-05-09,36.89997482299805,37.05164136220181,36.801836048999306,36.82859993160182,73300
2023-05-10,36.7483024597168,36.81967734641132,36.48957700380395,36.81967734641132,70000
2023-05-11,36.50741958618164,36.61448192286301,36.44496825812191,36.61448192286301,63300
