Price,Close,High,Low,Open,Volume
Ticker,2382.TW,2382.TW,2382.TW,2382.TW,2382.TW
Date,,,,,
2023-01-03,62.16250991821289,62.766033391458954,61.731424542111775,61.99007839890878,8323151
2023-01-04,62.16250991821289,63.110896430067186,62.1625099182129,62.421163775009894,5525089
2023-01-05,61.386558532714844,62.593598972291396,61.30034276799678,62.3349516781372,6331120
2023-01-06,61.903865814208984,62.076297342356845,61.386558074083084,61.73142770821997,3743797
2023-01-09,63.45576477050781,63.45576477050781,62.334946761887515,62.59359403564265,9501694
2023-01-10,63.800636291503906,63.800636291503906,63.11089705181075,63.628204770501064,5253230
2023-01-11,63.45576477050781,64.14550398953622,63.197117496752675,64.05928823161784,5028863
2023-01-12,63.36955261230469,63.80063800422513,63.19712108667294,63.80063800422513,3982401
2023-01-13,63.71441650390625,64.0592861019552,63.455762660909414,63.800632258958366,3618385
2023-01-16,63.88685607910156,64.23172572068692,63.62820878129351,63.88685607910156,4812315
2023-01-17,64.66280364990234,64.74901940586744,63.88684869053541,64.14550253627124,5973712
2023-01-30,65.78363800048828,66.300939191101,65.00768292564847,66.12850107566908,10898937
2023-01-31,64.4041519165039,65.86984612734474,64.4041519165039,65.78363036855194,9006603
2023-02-01,65.43876647949219,65.61119801216046,64.83524295947056,65.52498224582632,4109396
2023-02-02,65.95606231689453,66.04227807625041,65.26632308636584,65.86984655753864,5365210
2023-02-03,65.61119842529297,66.21472194911478,65.09389724618954,65.95606807064237,3705722
2023-02-06,65.8698501586914,66.38715132094875,65.35254899643405,65.43876476050342,5358417
2023-02-07,67.07688903808594,67.16310480016163,66.12849592173029,66.12849592173029,6028587
2023-02-08,66.8182373046875,67.42175423630303,66.7320215398626,67.07689117700342,5815978
2023-02-09,66.8182373046875,67.24932270665323,66.8182373046875,66.9906688343373,2859196
2023-02-10,66.90444946289062,67.42175060179508,66.21471680363166,66.47336408416345,6158025
2023-02-13,66.99066162109375,67.50796931002431,66.4733605100037,66.81823011001057,4950233
2023-02-14,67.93905639648438,68.19770366969881,67.50797102995298,67.68040254542927,4117591
2023-02-15,67.6803970336914,68.19769811583312,67.24931170226661,68.11148236511619,5016624
2023-02-16,68.0252685546875,68.37013814523209,67.68039896414291,67.68039896414291,4587592
2023-02-17,68.0252685546875,68.11148430786356,67.50796745779078,67.68039896414291,1948222
2023-02-20,68.62879180908203,68.8874456705877,67.76662104118442,67.85283680240599,3293207
2023-02-21,68.887451171875,69.40475235835656,68.887451171875,68.887451171875,4491372
2023-02-22,68.28392791748047,68.6287975691529,67.42175707722015,68.37015026377969,5400809
2023-02-23,69.05987548828125,69.31852934340202,67.68040360926565,68.5425743558805,4811861
2023-02-24,69.05987548828125,69.83583047580278,68.8874439700946,69.14609124737459,10547871
2023-03-01,68.80123138427734,69.23231677746745,67.68040673084664,67.68040673084664,6290550
2023-03-02,69.40474700927734,69.66340087150421,68.2839223767489,68.97366162412655,4904233
2023-03-03,69.49095916748047,70.00826028727003,69.31852765349748,69.83582877328705,3627640
2023-03-06,70.43934631347656,70.69800016472769,69.74961367320802,69.8358294310115,6302110
2023-03-07,70.69800567626953,70.69800567626953,70.26692027580447,70.52557414721998,4379208
2023-03-08,70.61178588867188,70.87043316750989,70.26691627238037,70.5255701290592,3702773
2023-03-09,70.87042999267578,71.04286808201711,70.35312888033285,70.87042999267578,4791128
2023-03-10,70.26692199707031,70.69800740809528,69.74962081940862,70.26692199707031,7716870
2023-03-13,70.35313415527344,70.8704353064026,68.97366222631534,69.40474761522981,8165404
2023-03-14,70.00826263427734,70.69800186901381,69.4909614971454,69.4909614971454,7508301
2023-03-15,70.094482421875,70.52556778344166,69.92204433054398,69.92204433054398,4264389
2023-03-16,71.38774108886719,71.99125798575514,70.43934799684205,70.52557033454677,12893966
2023-03-17,71.73261260986328,72.42235192600954,70.87044175360127,71.73261260986328,11642153
2023-03-20,71.73261260986328,72.24992038589379,71.56018106974753,71.90505072782065,5449813
2023-03-21,72.24991607666016,72.76721724399543,71.73260833148368,72.0774779689876,5772573
2023-03-22,73.28451538085938,73.62938500410219,72.50856037302326,72.59477613437373,9823669
2023-03-23,73.54316711425781,73.9742524863746,72.5947740333283,73.28451325985145,9965366
2023-03-24,75.43994140625,75.43994140625,73.97425374720778,73.97425374720778,16065135
2023-03-27,75.43994140625,75.69859526506492,74.92264026646103,75.43994140625,9431914
2023-03-28,75.26751708984375,75.52616439557427,75.18129474342541,75.43994862699743,9334327
2023-03-29,75.87102508544922,76.0434566022344,75.18128586262702,75.26750819886034,7661870
2023-03-30,76.73320007324219,76.73320007324219,75.52615965539826,75.95724504906815,10648232
2023-03-31,76.81941223144531,77.50915146008568,76.56076495408576,76.73319647232546,11067808
2023-04-06,77.5091552734375,77.85402490472482,76.64698448413974,76.81941601086284,11282321
2023-04-07,77.42293548583984,77.59536700360043,76.99185011359762,76.99185011359762,11134039
2023-04-10,77.5091552734375,77.59537103679905,76.99185411542706,77.07806987878861,9817955
2023-04-11,78.1126708984375,78.1988866603682,77.25050012344848,77.59536974901229,12137319
2023-04-12,78.37132263183594,78.54375415101043,77.33671378326653,78.11266877523339,18737193
2023-04-13,76.9918441772461,77.9402306074868,76.73319034270762,77.25049143394433,24957470
2023-04-14,75.60543823242188,76.89941314828397,74.95844372285642,75.69786400474996,39965441
2023-04-17,75.14330291748047,76.06757475138977,74.31145685663519,75.88271615362723,15785496
2023-04-18,76.34485626220703,76.52971487011902,75.05087421336253,75.32815859941309,12118005
2023-04-19,79.48737335205078,81.33591691837755,76.62213223457113,76.89940953853969,28832133
2023-04-20,79.0252456665039,80.22680193004035,78.28582534253766,79.57980738366118,12121888
2023-04-21,77.91612243652344,79.85709197748147,77.17670211061807,79.85709197748147,10677409
2023-04-24,78.5631103515625,78.5631103515625,77.17670252182904,77.91612285167417,10262795
2023-04-25,77.3615493774414,78.56310557751601,76.25242600170672,78.56310557751601,11129471
2023-04-26,76.8069839477539,77.0842683039963,76.06757075049774,76.25242228690325,10971773
2023-04-27,78.84039306640625,79.21009617185463,77.17670088534962,77.26912666171171,11232452
2023-04-28,79.39495086669922,79.76466100557731,78.56310481713213,78.84038918419928,8807072
2023-05-02,82.81475830078125,83.1844684598185,80.1343684623046,80.22680129078998,35265418
2023-05-03,82.5374755859375,82.62990135675878,81.24349363953677,82.35261699266064,19362927
2023-05-04,82.26020050048828,83.36932397871723,81.79806454262037,82.7223364583562,15893714
2023-05-05,82.81475830078125,83.27689423666914,81.89048642900549,82.26019658804275,16038514
2023-05-08,83.5541763305664,84.29358957675592,82.26019433519153,83.18446618165436,13166396
2023-05-09,84.84815979003906,86.41941913548492,84.29359103128435,85.4951472730733,17960357
2023-05-10,84.75572204589844,85.77242667688097,83.4617471548921,85.77242667688097,11860150
2023-05-11,85.310302734375,86.2345746727685,84.94059254869053,85.4951543013996,16572861
2023-05-12,93.8135986328125,93.8135986328125,88.3603929669821,89.00738753336184,71812234
2023-05-15,90.20893096923828,94.27572851143084,89.28465912108699,94.27572851143084,53931277
2023-05-16,93.3514633178711,94.27573523190942,90.67107335683292,92.33476562275595,56793529
2023-05-17,92.88932037353516,93.81359221804794,91.31806105851724,92.88932037353516,35855739
2023-05-18,94.73786163330078,95.19999754370713,92.33475630951466,93.35145390208174,34741847
2023-05-19,100.74563598632812,101.66990787611095,95.66214059252258,96.5864124823054,52809422
2023-05-22,97.97282409667969,101.207775835721,96.58641620851913,100.74563987300081,32786315
2023-05-23,98.89708709716797,99.35922301818277,96.12427157107915,97.51067933412357,30791706
2023-05-24,97.51068115234375,99.82136080050356,97.04854522271178,99.82136080050356,22562613
2023-05-25,104.90486145019531,106.29126931077057,101.20777382199459,103.05631763609495,51363370
2023-05-26,106.75340270996094,110.45049024969985,105.82913082502621,109.98835430723248,51299464
2023-05-29,105.36699676513672,108.13981246948242,104.44272486368816,107.67767651875815,43620901
2023-05-30,106.291259765625,114.14757027004076,104.44271611752717,112.7611625339674,74909429
2023-05-31,107.67767333984375,110.450488962329,104.90485771735851,108.6019452140055,61787282
2023-06-01,106.291259765625,106.75339567764946,104.44271611752717,105.82912385360055,30760781
2023-06-02,109.06407928466797,112.29903078887422,106.75339963880636,107.677671497151,75012302
2023-06-05,108.13980865478516,109.52621645805164,106.29126491709651,109.06408052362947,32251072
