Price,Close,High,Low,Open,Volume
Ticker,3008.TW,3008.TW,3008.TW,3008.TW,3008.TW
Date,,,,,
2023-03-02,2003.522705078125,2008.0555618769445,1935.5298530958357,1962.7269938887514,482042
2023-03-03,2021.654052734375,2048.851192457259,2012.5883394934137,2012.5883394934137,578617
2023-03-06,2221.099609375,2221.099609375,2071.5153499681123,2071.5153499681123,1797708
2023-03-07,2212.0341796875,2234.6984643154456,2175.7713242827867,2216.567036613089,1317916
2023-03-08,2225.632568359375,2261.8954207970023,2189.3697159217477,2198.435429031155,1165953
2023-03-09,2212.0341796875,2266.4284627945694,2198.4356089107328,2261.8956058689805,918349
2023-03-10,2144.041015625,2198.435290862844,2134.9753030853594,2189.369578323203,751183
2023-03-13,2180.303955078125,2180.303955078125,2116.8439647016307,2144.041103434414,493604
2023-03-14,2112.31103515625,2166.7053107396728,2112.31103515625,2148.5738855451987,742750
2023-03-15,2098.71240234375,2153.106676270586,2094.1795461831803,2130.4423954677377,695480
2023-03-16,2085.76318359375,2113.511696014066,2071.888927383592,2108.886943944013,521241
2023-03-17,2081.138427734375,2136.635452473958,2076.513675672743,2104.2621880425345,567004
2023-03-20,2062.639404296875,2090.387916462304,2058.0146522693035,2081.138412407161,354073
2023-03-21,2108.886962890625,2136.6354755602383,2076.5136981094092,2085.7632023326137,608984
2023-03-22,2127.38623046875,2155.134746518342,2104.2624670940895,2136.635735818614,555812
2023-03-23,2132.0107421875,2159.7592551010034,2099.637477121746,2141.260246492001,664278
2023-03-24,2127.38623046875,2150.50999384341,2113.5119724439537,2141.2604884935463,626746
2023-03-27,2090.387939453125,2141.260212315922,2090.387939453125,2141.260212315922,407945
2023-03-28,2034.89111328125,2099.637648703835,2034.89111328125,2095.0128961736505,638532
2023-03-29,2025.641357421875,2058.0146211249644,2021.0166054642907,2044.1403652522117,330031
2023-03-30,2034.89111328125,2044.1406183416193,2007.142598100142,2044.1406183416193,516078
2023-03-31,2011.767333984375,2053.390106411638,2007.1425814924569,2030.2663439520472,452275
2023-04-06,1988.6434326171875,2030.2662021370822,1988.6434326171875,2016.3919456304507,435474
2023-04-07,1974.7691650390625,1993.268173610857,1974.7691650390625,1988.6434214679084,306762
2023-04-10,1984.0184326171875,2002.5174389819165,1979.3936810260052,1988.6431842083698,264070
2023-04-11,1997.89306640625,2021.0168287489148,1993.268313937717,2002.517818874783,403972
2023-04-12,2007.142578125,2011.767330609159,1984.018815704205,2011.767330609159,303674
2023-04-13,1993.268310546875,2025.6415777715342,1988.6435580862094,1997.8930630075406,558395
2023-04-14,1905.39794921875,1970.144481473756,1891.523692306963,1960.8949768658981,1652857
2023-04-17,1965.5196533203125,1988.6434139476103,1896.148371438419,1900.7731235638787,998385
2023-04-18,1928.5216064453125,1988.6433831450463,1923.8968543914866,1965.519622875918,826142
2023-04-19,1877.6494140625,1937.771193330511,1877.6494140625,1937.771193330511,821508
2023-04-20,1863.7750244140625,1896.1482878654233,1859.1502724924394,1886.8987840221773,837088
2023-04-21,1886.8988037109375,1914.647315530216,1882.2740517410577,1882.2740517410577,561334
2023-04-24,1891.5235595703125,1896.148311549702,1854.5255437351964,1873.0245516527543,410307
2023-04-25,1859.150390625,1914.6474172108208,1859.150390625,1896.1484083488806,682222
2023-04-26,1900.7733154296875,1910.0228206142601,1863.7752946913968,1863.7752946913968,742130
2023-04-27,1873.024658203125,1896.1484194155091,1863.7751537181712,1896.1484194155091,502983
2023-04-28,1859.150390625,1886.8989039179105,1859.150390625,1886.8989039179105,335553
2023-05-02,1840.6512451171875,1873.0245082222636,1840.6512451171875,1863.7750044779561,528088
2023-05-03,1849.9007568359375,1849.9007568359375,1817.5274935913087,1836.026501159668,667109
2023-05-04,1840.6512451171875,1849.900748861495,1831.40174137288,1849.900748861495,318275
2023-05-05,1826.7769775390625,1859.1502404321598,1826.7769775390625,1859.1502404321598,469559
2023-05-08,1849.9007568359375,1891.5235238647463,1836.026501159668,1854.5255087280275,532423
2023-05-09,1863.7750244140625,1873.0245282573085,1845.2760167275705,1859.1502724924394,399938
2023-05-10,1873.024658203125,1882.2741626880786,1849.9008969907406,1854.5256492332176,501212
2023-05-11,1919.272216796875,1937.771226115399,1882.2741981598267,1882.2741981598267,878042
2023-05-12,1937.7711181640625,1937.7711181640625,1910.022605732119,1928.5216140200814,477441
2023-05-15,1951.6453857421875,1960.8948899400177,1933.146377346527,1937.771129445442,472443
2023-05-16,2025.641357421875,2076.513628955301,2016.3918535067066,2044.1403652522117,1564733
2023-05-17,2011.767333984375,2058.014858903556,2011.767333984375,2058.014858903556,693037
2023-05-18,2044.1405029296875,2053.390007467831,2030.2662461224725,2034.8909983915441,539336
2023-05-19,2090.387939453125,2108.8869477668695,2044.140418668764,2053.389922825636,843935
2023-05-22,2058.0146484375,2108.886920646067,2058.0146484375,2090.3879125702247,390517
2023-05-23,2058.0146484375,2076.5136565133425,2048.7651443995787,2071.8889044943817,295511
2023-05-24,2067.263916015625,2076.5134189955606,2044.1401585657857,2058.0144130356894,270009
2023-05-25,2076.513427734375,2090.387682262667,2071.888676224944,2081.1381792438056,290758
2023-05-26,2053.39013671875,2099.6376623205238,2034.8911264780404,2085.7634046399917,474576
2023-05-29,2132.0107421875,2155.134502948753,2062.639459903742,2067.2642120559926,844320
2023-05-30,2085.76318359375,2136.635456364329,2085.76318359375,2136.635456364329,503524
2023-05-31,2095.0126953125,2141.2602161803256,2095.0126953125,2118.136455746413,531297
2023-06-01,2076.513427734375,2099.637185281528,2071.888676224944,2090.387682262667,224530
2023-06-02,2095.0126953125,2118.136455746413,2085.763191138935,2099.637447399283,344073
2023-06-05,2118.136474609375,2141.2602352492154,2113.5117224814067,2113.5117224814067,582456
2023-06-06,2085.76318359375,2118.1364480841185,2053.3899191033815,2118.1364480841185,583106
2023-06-07,2076.513427734375,2090.387682262667,2053.3896701872213,2085.762930753236,427509
2023-06-08,2034.89111328125,2081.1386385830965,2030.2663607510653,2081.1386385830965,443287
2023-06-09,2053.39013671875,2058.0148892789275,2025.6416213576858,2044.1406315983952,263206
2023-06-12,2058.0146484375,2071.8889044943817,2034.8908883426966,2058.0146484375,261326
2023-06-13,2062.639404296875,2076.5136603795895,2048.7651482141605,2067.2641563244465,386747
2023-06-14,2085.76318359375,2141.260208434382,2058.014671173434,2062.639423243487,680182
2023-06-15,2076.513427734375,2099.637185281528,2067.2639247155134,2085.762930753236,265691
2023-06-16,2030.26611328125,2081.138384912443,2025.641361314778,2076.513632945971,620354
2023-06-19,1988.6434326171875,2034.8909543059594,1984.0186804483103,2034.8909543059594,599404
2023-06-20,1997.89306640625,2016.3920762803818,1974.769304063585,1993.268313937717,456964
2023-06-21,1970.1444091796875,2030.2661869246074,1970.1444091796875,2025.6414347903828,580443
2023-06-26,1970.1444091796875,1997.8929219850352,1965.5196570454627,1974.769161313912,354246
2023-06-27,1974.7691650390625,2016.3919343256002,1974.7691650390625,1997.8929257538057,355326
2023-06-28,1974.7691650390625,2007.142430039703,1974.7691650390625,1997.8929257538057,233533
2023-06-29,1970.1444091796875,2007.1424262534845,1965.5196570454627,1997.8929219850352,290143
2023-06-30,1970.1444091796875,1988.6434177165859,1951.645400642789,1965.5196570454627,451122
2023-07-03,1974.7691650390625,1997.8929257538057,1970.1444128961139,1997.8929257538057,307546
2023-07-04,2071.888916015625,2071.888916015625,1984.018627166748,1984.018627166748,1388510
2023-07-05,2081.138427734375,2099.637435980903,2025.6414029947916,2099.637435980903,1342628
2023-07-06,2141.26025390625,2261.503810281115,2071.8889713822896,2081.1384757188175,3866779
2023-07-07,2164.384033203125,2206.006803072416,2122.761263333834,2182.883042033921,1432184
2023-07-10,2169.0087890625,2229.130567863806,2169.0087890625,2192.132550139925,1303200
2023-07-11,2196.757080078125,2206.0065835731907,2164.383817845395,2192.132328330592,747153
2023-07-12,2182.8828125,2219.8808262711864,2173.6333090572034,2206.0065711069915,508649
2023-07-13,2224.505859375,2261.5038778261433,2192.1325932302493,2215.256354762214,1220458
2023-07-14,2136.6357421875,2187.5080217633927,2067.2644518567367,2182.8832690746754,2259411
2023-07-17,2132.0107421875,2196.757272319008,2127.3859900352495,2196.757272319008,786903
2023-07-18,2108.886962890625,2141.2602276718408,2090.387954444216,2136.6354755602383,853379
2023-07-19,2099.637451171875,2150.5097242178895,2095.0126990767826,2141.260220027705,711404
2023-07-20,2071.888916015625,2127.385940551758,2067.2641639709473,2127.385940551758,675155
2023-07-21,2034.89111328125,2062.639628462358,2025.6416082208807,2058.0148759321733,646623
2023-07-24,2030.26611328125,2053.3898731136105,2016.3918573818337,2025.641361314778,474418
2023-07-25,2021.0166015625,2062.6393691004005,2021.0166015625,2039.5156093571225,472458
2023-07-26,1979.3936767578125,2030.2659441511207,1979.3936767578125,2030.2659441511207,581024
2023-07-27,2002.5177001953125,2025.6414611675448,1984.0186914175267,2007.142452389759,366973
2023-07-28,2007.142578125,2044.140597998272,1997.893073156682,2002.517825640841,420617
2023-07-31,2011.767333984375,2058.014858903556,1993.2683240167025,2016.3920864762931,766772
2023-08-01,2025.641357421875,2034.8908613370434,2007.1423495915383,2016.3918535067066,309487
2023-08-02,1997.89306640625,2067.2643534342446,1997.89306640625,2025.641581217448,640407
2023-08-04,1984.0184326171875,2002.5174389819165,1960.8946746612762,1993.2679357995519,458539
2023-08-07,1988.6434326171875,2016.3919456304507,1984.0186804483103,2011.7671934615735,293085
2023-08-08,1970.1444091796875,2007.1424262534845,1960.8949049112382,2002.5176741192597,427563
2023-08-09,1974.7691650390625,1993.268173610857,1970.1444128961139,1970.1444128961139,211684
2023-08-10,1965.5196533203125,1984.0186618221505,1956.2701490693933,1979.393909696691,379934
2023-08-11,1956.27001953125,1979.393778627364,1956.27001953125,1970.1442749889184,290854
2023-08-14,1933.1463623046875,1947.020618493477,1868.3998334236692,1947.020618493477,711848
2023-08-15,1933.1463623046875,1965.5196267451965,1919.272106115898,1937.7711143676174,302123
2023-08-16,1886.8988037109375,1928.5215714398553,1882.2740517410577,1914.647315530216,583161
2023-08-17,1921.1038818359375,1949.2175971798779,1892.990166491997,1892.990166491997,494134
2023-08-18,1897.67578125,1935.1607349537037,1888.3045428240741,1916.418258101852,444251
2023-08-21,1897.67578125,1925.7894965277778,1892.9901620370372,1902.361400462963,240201
2023-08-22,1892.9901123046875,1921.103826843866,1878.9332550350982,1911.73258866414,690300
2023-08-23,1850.8194580078125,1892.9900279371045,1850.8194580078125,1892.9900279371045,775396
2023-08-24,1808.64892578125,1864.876353525745,1803.963306802542,1864.876353525745,1123888
2023-08-25,1808.64892578125,1841.4482586322054,1803.963306802542,1803.963306802542,572635
2023-08-28,1846.1339111328125,1860.190768324179,1822.7058158138682,1827.391434877657,438806
2023-08-29,1897.67578125,1925.7894965277778,1850.8195891203704,1864.8764467592594,661259
2023-08-30,1944.531982421875,1949.2176016566264,1907.0470285438628,1935.1607439523718,795776
2023-08-31,1921.1038818359375,1949.2175971798779,1911.7326433879573,1930.4751202839175,637335
2023-09-01,1930.47509765625,1939.8463359943871,1916.4182401490443,1930.47509765625,266625
2023-09-04,1958.5887451171875,1967.9599831321023,1935.1606500799005,1939.8462690873578,366536
2023-09-05,2028.8731689453125,2066.358123567859,1996.0738336505847,2014.8163109618579,1309162
2023-09-06,1986.7025146484375,2047.6155634466206,1986.7025146484375,2042.929944308299,647486
2023-09-07,1939.846435546875,1977.3313908231432,1935.1608161373415,1953.9032937754755,525311
2023-09-08,1860.190673828125,1916.4180997372873,1860.190673828125,1916.4180997372873,1044760
2023-09-11,1874.2476806640625,1907.0470150756835,1869.5620614624022,1869.5620614624022,630350
2023-09-12,1921.1038818359375,1930.4751202839175,1883.6189280440167,1888.3045472680067,565060
2023-09-13,1888.3045654296875,1921.1039003130816,1878.9333268915748,1916.4182810440252,661507
2023-09-14,1939.846435546875,1953.9032937754755,1897.6758608610735,1902.361480270607,559740
2023-09-15,1949.2176513671875,1953.9032707214355,1921.1039352416992,1949.2176513671875,744542
2023-09-18,1972.6456298828125,2010.1305824696592,1930.4750582226097,1935.1606772959656,1096456
2023-09-19,1991.3880615234375,2056.986727079504,1986.7024425551472,2005.444918428309,981612
2023-09-20,1963.2744140625,2019.5018435821898,1953.9031758092183,2010.1306053289081,591878
2023-09-21,1935.1607666015625,1977.331340207892,1930.4751473119704,1953.9032437599312,492270
2023-09-22,1963.2744140625,1967.9600331891409,1911.732603669451,1921.1038419227327,414852
2023-09-25,2014.8162841796875,2028.87314197629,1986.7025685864826,2005.4450456486193,640636
2023-09-26,1991.3880615234375,2056.986727079504,1986.7024425551472,2014.8161563648898,1008136
2023-09-27,1972.6456298828125,2000.7593443229475,1953.903153589389,1991.3881061762359,551264
2023-09-28,2000.7593994140625,2000.7593994140625,1958.588826592689,1972.6456841998136,627169
2023-10-02,2010.13037109375,2033.5584639969404,1986.7022781905594,2010.13037109375,752345
2023-10-03,2005.44482421875,2028.8729179596232,1996.0735867224007,1996.0735867224007,586180
2023-10-04,1949.2176513671875,1991.38822555542,1935.1607933044434,1991.38822555542,681347
2023-10-05,1986.7025146484375,2000.759372063403,1963.2744189568286,1967.9600380951504,544494
2023-10-06,1958.5887451171875,2052.301125266335,1958.5887451171875,2052.301125266335,980054
2023-10-11,2010.13037109375,2028.8728454163024,1977.3310410292831,2019.5016082550262,790211
2023-10-12,2014.8162841796875,2024.187522710756,1972.6457107898802,2000.7594263830852,732274
2023-10-13,2038.244384765625,2071.043719692888,1925.7895221578663,1958.5888570851291,2356017
2023-10-16,1991.3880615234375,2028.873013269761,1986.7024425551472,2024.1873943014707,761025
2023-10-17,1963.2744140625,2010.1306053289081,1963.2744140625,2010.1306053289081,507219
2023-10-18,1916.418212890625,1977.3312612221118,1911.732593788203,1963.2744039148456,904729
2023-10-19,1911.7325439453125,1930.475019866345,1897.675687004538,1916.4181629255706,512707
2023-10-20,1902.3614501953125,1911.7326888662253,1883.6189728534866,1907.0470695307688,446168
2023-10-23,1888.3045654296875,1921.1039003130816,1883.6189461606311,1921.1039003130816,275952
2023-10-24,1883.618896484375,1897.6757539208256,1864.876419902441,1888.3045156298585,516189
2023-10-25,1883.618896484375,1892.990134775342,1878.9332773388915,1883.618896484375,279143
2023-10-26,1878.9332275390625,1897.6757036242402,1855.5051324325905,1864.8763704751793,538543
2023-10-27,1892.9901123046875,1897.6757313945507,1869.5620168553721,1878.9332550350982,348041
2023-10-30,1897.67578125,1944.5319733796298,1888.3045428240741,1911.732638888889,578791
2023-10-31,1939.846435546875,1996.0738684612772,1935.1608161373415,1935.1608161373415,1573288
2023-11-01,1935.1607666015625,1949.217624470339,1911.7326701536017,1939.8463858911548,506435
2023-11-02,1944.531982421875,1967.9600785956325,1944.531982421875,1963.2744593608809,423964
2023-11-03,1967.9600830078125,1977.331321498326,1911.732652064732,1967.9600830078125,593359
2023-11-06,2000.7593994140625,2024.187495425937,1986.7025418069381,1996.0737802116878,853513
2023-11-07,2014.8162841796875,2033.5587612418242,1967.9600915243461,1996.073807117551,618779
2023-11-08,1996.07373046875,2019.5018258967868,1991.3881113831426,2010.1305877255722,385885
2023-11-09,1996.07373046875,2005.4449686399648,1972.645635040713,2000.7593495543574,429016
2023-11-10,1963.2744140625,1986.702509695704,1953.9031758092183,1977.3312714424223,506351
2023-11-13,2000.7593994140625,2000.7593994140625,1986.7025418069381,1986.7025418069381,366594
2023-11-14,1991.3880615234375,2005.444918428309,1982.0168235868568,2000.7592994600186,228201
2023-11-15,1986.7025146484375,2005.4449912017246,1986.7025146484375,2005.4449912017246,519855
2023-11-16,1972.6456298828125,2000.7593443229475,1972.6456298828125,1982.0168680295242,268364
2023-11-17,1986.7025146484375,1996.0737529250812,1977.3312763717938,1977.3312763717938,250185
2023-11-20,2056.98681640625,2061.6724355780184,1996.0737671732631,2000.7593863450313,1178416
2023-11-21,2103.8427734375,2117.899629384744,2061.6722055957684,2075.7290615430124,1051787
2023-11-22,2094.4716796875,2117.8997745385905,2080.4148227768455,2103.842917627936,569304
2023-11-23,2136.642333984375,2169.4416680586965,2117.899857370477,2122.5854765239515,1065896
2023-11-24,2122.58544921875,2146.0135446847407,2113.214211032354,2136.642306498344,371011
2023-11-27,2146.013671875,2155.3849106168122,2122.585575020469,2131.9568137622814,391013
2023-11-28,2164.756103515625,2164.756103515625,2127.2711493421943,2155.384864972267,747130
2023-11-29,2235.040283203125,2258.468378414898,2164.7559975678064,2174.1272356525155,1586480
2023-11-30,2239.725830078125,2263.153924535009,2216.297735621241,2235.040211186748,842414
2023-12-01,2216.2978515625,2244.4115663814746,2202.2409941530127,2239.7259472449787,592098
2023-12-04,2235.040283203125,2258.468378414898,2230.3546641607704,2244.411521287834,485544
2023-12-05,2230.3544921875,2235.040110868566,2206.926398782169,2235.040110868566,347429
2023-12-06,2174.127197265625,2235.0402437407397,2174.127197265625,2230.3546247811155,1027939
2023-12-07,2164.756103515625,2197.555438417377,2155.384864972267,2164.756103515625,547712
2023-12-08,2146.013671875,2192.8698655840612,2146.013671875,2169.4417687295304,551749
2023-12-11,2192.86962890625,2197.5552477714346,2146.013440254407,2164.7559157151445,463933
2023-12-12,2225.6689453125,2249.097039473684,2211.6120888157893,2211.6120888157893,825753
2023-12-13,2370.923583984375,2370.923583984375,2239.7262315109315,2239.7262315109315,2451569
2023-12-14,2520.863037109375,2595.8329415587245,2427.1506565476884,2441.2075136319413,3119425
2023-12-15,2502.12060546875,2553.662415693762,2483.3781290232914,2544.2911774710324,1803369
2023-12-18,2506.80615234375,2530.2342472254672,2459.9499625803155,2502.1205333674066,1029421
2023-12-19,2520.863037109375,2548.9767512778812,2478.692465856616,2516.177418081291,955220
2023-12-20,2502.12060546875,2548.976796582397,2483.3781290232914,2530.234320136938,793783
2023-12-21,2511.491943359375,2520.8631819539996,2469.3213696835646,2483.3782275755016,825961
2023-12-22,2483.37841796875,2520.8633752211085,2483.37841796875,2497.4352769383845,421907
2023-12-25,2619.26123046875,2638.0037079676317,2520.8632235996197,2520.8632235996197,1647859
2023-12-26,2586.461669921875,2638.0034785616226,2577.0904319873753,2619.261002692623,689187
2023-12-27,2633.31787109375,2642.689109069173,2567.719205265792,2595.8329191920598,912210
2023-12-28,2619.26123046875,2661.431804841234,2605.2043723445886,2638.0037079676317,707341
2023-12-29,2689.545166015625,2698.9164035278745,2614.5752659176283,2619.260884673753,1250171
2024-01-02,2609.89013671875,2680.17443124439,2572.405179638409,2680.17443124439,1208345
2024-01-03,2516.177734375,2558.348310928771,2497.4352559066574,2553.662691311685,1371909
2024-01-04,2483.37841796875,2539.6058538472876,2474.00717865566,2511.4921359080186,954018
2024-01-05,2431.836181640625,2506.8060831940934,2422.4649439464415,2474.006751264451,1221291
2024-01-08,2417.779541015625,2455.2644951398984,2389.6658254224203,2436.522018077762,969749
2024-01-09,2413.093994140625,2455.2645687955096,2394.3515165162316,2431.8364717650184,570855
2024-01-10,2366.23779296875,2417.7796062809407,2347.4953154006807,2408.408367496906,1018753
2024-01-11,2389.665771484375,2403.7226289636947,2356.866437365962,2366.2376756855087,917585
2024-01-12,2436.52197265625,2483.3781644381006,2361.5520658052883,2399.037019230769,2947289
2024-01-15,2431.836181640625,2497.43484549991,2427.1505627935335,2474.006751264451,1042600
2024-01-16,2417.779541015625,2422.465160281159,2366.2377290947493,2417.779541015625,1191680
2024-01-17,2333.438232421875,2427.1506112339985,2333.438232421875,2422.4649922933922,1191758
2024-01-18,2338.123779296875,2361.5518732778055,2314.6956853159445,2333.438160500689,648611
2024-01-19,2338.123779296875,2403.7224424434808,2324.066922908317,2384.9799672587365,834773
2024-01-22,2319.381591796875,2366.2377855705495,2319.381591796875,2352.180927438447,642757
2024-01-23,2356.866455078125,2384.980170248043,2324.0671207132204,2333.4383591031933,752332
2024-01-24,2375.60888671875,2413.093839566383,2366.2376485068417,2380.294505824704,802323
2024-01-25,2389.665771484375,2389.665771484375,2347.4951990464156,2389.665771484375,496750
2024-01-26,2333.438232421875,2389.665659709149,2333.438232421875,2389.665659709149,603245
2024-01-29,2375.60888671875,2394.3513631425667,2333.4383147651624,2338.1239338711166,501383
2024-01-30,2352.180908203125,2384.9802435764755,2347.495288864075,2384.9802435764755,236412
2024-01-31,2333.438232421875,2403.722516530968,2328.752613481269,2380.2944218279367,848561
2024-02-01,2281.896728515625,2342.8097828702516,2258.4686306869226,2328.75292417303,1153104
2024-02-02,2216.2978515625,2305.3246151559197,2216.2978515625,2295.9533768829283,1699938
2024-02-05,2206.9267578125,2239.7260939158705,2188.1842800391455,2235.040474472532,776889
2024-02-15,2253.782958984375,2277.211056271115,2211.6123838682433,2272.525436813767,890180
2024-02-16,2239.725830078125,2263.153924535009,2230.3545922953713,2258.4683056436324,442555
2024-02-19,2244.411865234375,2267.8399640364037,2230.3550059531576,2258.4687245155924,561342
2024-02-20,2305.324462890625,2338.123794679719,2249.0970369664633,2267.8395122745173,1416120
2024-02-21,2328.752685546875,2338.12392371809,2277.2108756051935,2310.0102092044453,824950
2024-02-22,2370.923583984375,2370.923583984375,2324.067386672431,2338.124245866014,828510
2024-02-23,2384.980224609375,2403.7227018165213,2356.8665087986556,2389.6658439111616,784415
2024-02-26,2459.94970703125,2469.320944010417,2375.60857421875,2394.3510481770836,1228789
2024-02-27,2474.007080078125,2497.4351774273496,2441.2077437892103,2483.378319017815,1161827
2024-02-29,2427.150634765625,2469.321205639931,2408.408158821489,2464.6355866538975,891540
2024-03-01,2408.408447265625,2450.5790231905094,2403.7228277184154,2431.8365450016718,737834
2024-03-04,2403.72265625,2417.779513888889,2361.5520833333335,2408.408275462963,685802
2024-03-05,2389.665771484375,2408.408248123468,2380.2945331648284,2384.980152324602,342043
2024-03-06,2408.408447265625,2431.8365450016718,2399.037208171206,2403.7228277184154,670450
2024-03-07,2389.665771484375,2436.521963082108,2389.665771484375,2408.408248123468,365106
2024-03-08,2342.8095703125,2413.093857421875,2328.752712890625,2389.6657617187498,623673
2024-03-11,2361.55224609375,2366.2378656296505,2328.752909342448,2356.86662655785,376634
2024-03-12,2361.55224609375,2389.6659633091517,2352.1810070219494,2370.9234851655506,523811
2024-03-13,2342.8095703125,2394.351380859375,2342.8095703125,2361.552046875,476539
2024-03-14,2361.55224609375,2366.2378656296505,2333.4385288783483,2347.4953874860494,389519
2024-03-15,2356.866455078125,2361.5520742731114,2328.752739908207,2356.866455078125,450838
2024-03-18,2361.55224609375,2366.2378656296505,2342.809767950149,2356.86662655785,228773
2024-03-19,2319.381591796875,2361.5521661931816,2319.381591796875,2356.866546815814,389502
2024-03-20,2408.408447265625,2436.5221645488814,2310.010436774228,2310.010436774228,971070
2024-03-21,2366.50634765625,2433.1684982944544,2361.744765467807,2418.883751729125,976473
2024-03-22,2328.413818359375,2376.0296428657016,2318.8906534581097,2366.5064779644363,565755
2024-03-25,2337.936767578125,2352.221513612207,2318.8904395326817,2328.4136035554034,327035
2024-03-26,2314.12890625,2423.645294817387,2314.12890625,2352.221563143004,725697
2024-03-27,2318.890625,2337.936954568788,2295.0827130390144,2314.1290426078026,260428
2024-03-28,2314.12890625,2352.221563143004,2314.12890625,2318.8904883616256,261708
2024-03-29,2328.413818359375,2342.698565711273,2309.3674885568444,2309.3674885568444,182000
2024-04-01,2366.50634765625,2395.075840786909,2337.936854525591,2342.6984367140344,373128
2024-04-02,2371.267822265625,2399.8373141001507,2347.4599124035203,2395.0757321277297,315008
2024-04-03,2371.267822265625,2376.029404238046,2356.983076348362,2376.029404238046,268424
2024-04-08,2266.512939453125,2318.8903393144365,2242.705030425256,2290.320848480994,1166158
2024-04-09,2266.512939453125,2295.0824302865676,2252.2281940364037,2295.0824302865676,597781
2024-04-10,2266.512939453125,2309.367175703289,2266.512939453125,2280.7976848698463,480181
2024-04-11,2204.612548828125,2256.9899527959637,2204.612548828125,2256.9899527959637,908340
2024-04-12,2237.943603515625,2395.0758139752324,2237.943603515625,2304.60575340758,1889452
2024-04-15,2185.566162109375,2237.9435646871593,2185.566162109375,2237.9435646871593,518939
2024-04-16,2118.904052734375,2166.5198741441363,2109.380888452423,2166.5198741441363,787759
2024-04-17,2095.09619140625,2133.188849431818,2095.09619140625,2133.188849431818,656652
2024-04-18,2095.09619140625,2118.9041026722302,2076.049862393466,2080.811444646662,580332
2024-04-19,2018.9107666015625,2095.0960785487914,1999.8644386147555,2085.572914555388,844147
2024-04-22,2009.3875732421875,2033.1954828777584,1990.341245533731,2023.67231902353,454566
2024-04-23,2033.195556640625,2047.480302940208,2009.3876461413204,2042.718720840347,549785
2024-04-24,2090.33447265625,2104.619218483058,2052.2418171180952,2061.7649810026337,649749
2024-04-25,2090.33447265625,2109.3808004253274,2061.7649810026337,2090.33447265625,324398
2024-04-26,2080.811279296875,2104.619188670981,2061.76495179759,2095.0960249213385,443585
2024-04-29,2095.09619140625,2114.142520419034,2085.573026899858,2085.573026899858,279425
